product_name,sales,price,reorder_quantity,stock_level,holding_cost,Production_cost,currency_fluctuation,stockout,timestamp
Sauces and Soups,42,12.96,46,496,4.15,3.22,-1.7,1,1/1/2022
Instant Porridge,49,9.35,55,98,1.75,8.39,0.37,1,1/1/2022
Biscuits,53,17.52,53,334,3.91,6.15,-1.45,1,1/1/2022
Water,50,1.61,54,172,4.46,8.48,1.58,0,31/12/2021
Sauces and Soups,51,10.2,54,219,3.97,2.99,-0.04,1,31/12/2021
Instant Porridge,55,13.73,55,205,1.72,2.67,-0.85,1,31/12/2021
Biscuits,59,5.16,67,27,2.91,3.12,0.04,1,31/12/2021
Water,64,13.05,73,425,2.78,6.65,0.79,0,30/12/2021
Sauces and Soups,49,12.4,50,138,2.77,3.64,-0.71,0,30/12/2021
Instant Porridge,54,17.6,62,114,2.09,5.28,1.42,1,30/12/2021
Biscuits,42,17.63,43,389,4.52,5.52,-1.21,1,30/12/2021
Water,60,2.81,65,264,1.28,5.34,-0.07,0,29/12/2021
Sauces and Soups,47,18.22,56,45,4.61,6.24,1.2,0,29/12/2021
Instant Porridge,55,10.39,57,144,1.78,8.89,-1.84,0,29/12/2021
Biscuits,46,5.82,49,312,2.58,7.31,-1.73,1,29/12/2021
Water,58,2.87,62,141,3.94,2.74,-0.58,1,28/12/2021
Sauces and Soups,53,5.54,61,133,4.81,8.16,1.3,1,28/12/2021
Instant Porridge,43,14.12,47,206,3.57,2.68,-0.53,0,28/12/2021
Biscuits,50,3.33,58,327,3.67,8.66,-1.51,1,28/12/2021
Water,38,7.79,44,10,0.63,7.11,1.35,1,27/12/2021
Sauces and Soups,41,9.91,50,321,0.87,2.59,-1.9,0,27/12/2021
Instant Porridge,48,12.19,55,81,4.36,7.35,-0.92,0,27/12/2021
Biscuits,55,9.93,61,246,4.75,6.33,-1.92,0,27/12/2021
Water,52,11.69,56,372,3.87,6.17,-1.2,0,26/12/2021
Sauces and Soups,43,14.56,44,462,1.13,2.64,0.71,0,26/12/2021
Instant Porridge,52,6.1,57,197,2.9,1.16,-0.27,0,26/12/2021
Biscuits,59,17.19,67,267,2.55,1.39,-0.12,0,26/12/2021
Water,54,5.08,62,371,2.87,6.69,1.35,0,25/12/2021
Sauces and Soups,43,16.87,52,434,1.74,7.9,-0.7,0,25/12/2021
Instant Porridge,56,7.21,59,206,2.9,1.44,0.16,1,25/12/2021
Biscuits,42,16.79,51,144,2.71,1.8,-1.5,1,25/12/2021
Water,58,12.44,62,374,2.84,3.12,0.16,0,24/12/2021
Sauces and Soups,52,18.68,61,239,1.97,6.15,-0.97,0,24/12/2021
Instant Porridge,44,11.52,50,53,0.79,7.56,1.37,0,24/12/2021
Biscuits,49,15.76,52,182,1.73,6.43,-0.88,0,24/12/2021
Water,48,9.54,51,12,3.01,4.57,-1.03,1,23/12/2021
Sauces and Soups,41,12.47,50,76,1.32,7.36,-1.43,1,23/12/2021
Instant Porridge,51,9.6,54,114,4.2,3.35,-1.23,0,23/12/2021
Biscuits,44,8.35,51,463,4.65,3.99,-0.21,0,23/12/2021
Water,56,15.9,59,342,4.4,5.58,-1.51,0,22/12/2021
Sauces and Soups,37,2.03,38,150,4.77,7.17,-1.09,0,22/12/2021
Instant Porridge,50,13.2,55,79,1.38,7.91,-0.62,1,22/12/2021
Biscuits,35,8.53,42,107,3.34,2.26,-0.93,0,22/12/2021
Water,64,13.87,66,164,4.94,9.58,0.91,1,21/12/2021
Sauces and Soups,52,13.92,60,237,1.24,3.54,-1.8,0,21/12/2021
Instant Porridge,52,3.39,59,93,2.51,6.23,-1.78,1,21/12/2021
Biscuits,42,11.91,44,379,2.88,5.41,-0.85,0,21/12/2021
Water,53,15.96,62,193,3.2,9.38,0.76,1,20/12/2021
Sauces and Soups,50,17.41,56,237,1.79,8.39,-0.99,1,20/12/2021
Instant Porridge,56,10.62,59,239,1.62,4.88,-1.24,0,20/12/2021
Biscuits,42,13.07,45,240,0.9,1.65,0.21,0,20/12/2021
Water,42,9.67,43,274,3.34,7.8,1.79,0,19/12/2021
Sauces and Soups,63,8.49,67,284,1.64,4.79,-1.31,0,19/12/2021
Instant Porridge,55,12.22,55,499,3.23,3.85,-1.69,1,19/12/2021
Biscuits,54,12.21,61,400,1.76,3.36,1.81,0,19/12/2021
Water,53,10.32,55,54,3.21,7.27,0.13,1,18/12/2021
Sauces and Soups,51,5.95,54,274,4.99,3.01,-1.83,1,18/12/2021
Instant Porridge,50,16.84,53,329,2.24,4.47,-1.94,1,18/12/2021
Biscuits,48,12.7,49,51,1.93,1.85,-0.21,0,18/12/2021
Water,57,13.85,64,475,4.87,2.41,0.37,1,17/12/2021
Sauces and Soups,59,7.65,63,275,0.72,2.96,0.85,1,17/12/2021
Instant Porridge,54,10.01,57,327,3.3,1.63,-1.76,0,17/12/2021
Biscuits,30,2.02,37,16,3.5,5.5,1.64,0,17/12/2021
Water,49,2.94,51,181,2.77,2.56,-0.77,1,16/12/2021
Sauces and Soups,56,13.01,57,18,2.91,7.09,1.88,0,16/12/2021
Instant Porridge,54,16.18,62,419,1.74,6.61,1.13,1,16/12/2021
Biscuits,51,7.71,51,321,3.29,5.86,1.86,0,16/12/2021
Water,57,12.86,57,374,4.55,7.52,-1.84,0,15/12/2021
Sauces and Soups,43,14.74,52,337,4.01,7.41,1.6,1,15/12/2021
Instant Porridge,51,7.26,52,230,0.63,5.05,0.65,0,15/12/2021
Biscuits,55,18.66,62,57,4.67,4.15,-1.11,0,15/12/2021
Water,46,16.73,52,12,4.86,5.28,-0.05,1,14/12/2021
Sauces and Soups,44,6.11,48,145,1.6,5.9,-0.26,1,14/12/2021
Instant Porridge,53,7.72,54,105,4.65,9.4,1.81,0,14/12/2021
Biscuits,48,2.07,53,76,3.45,9.36,-0.9,0,14/12/2021
Water,49,6.23,57,56,2.61,8.91,0.86,1,13/12/2021
Sauces and Soups,43,10.3,45,157,3.44,7.86,-1.66,0,13/12/2021
Instant Porridge,59,3.99,61,237,3.32,5.89,-1.25,0,13/12/2021
Biscuits,54,3.15,57,295,1.21,3.46,1.59,0,13/12/2021
Water,46,2.81,52,207,4.98,2.82,0.24,0,12/12/2021
Sauces and Soups,40,6.69,45,48,2.62,9.66,-1.23,0,12/12/2021
Instant Porridge,38,9.45,45,479,4.78,9.75,0.81,1,12/12/2021
Biscuits,55,2.52,63,483,4.95,9.01,0.27,1,12/12/2021
Water,50,17.13,55,89,3.16,5.07,1.66,1,11/12/2021
Sauces and Soups,43,18.03,49,186,0.85,4.82,1.4,0,11/12/2021
Instant Porridge,49,16.32,56,62,1.01,2.58,-0.52,1,11/12/2021
Biscuits,41,7.76,43,328,1.29,1.32,-0.68,0,11/12/2021
Water,46,19.9,54,376,1.2,7.95,-0.98,0,10/12/2021
Sauces and Soups,67,2.96,72,62,1.29,2.87,-0.6,1,10/12/2021
Instant Porridge,51,1.8,58,311,1.72,3.88,-0.03,1,10/12/2021
Biscuits,48,5.35,49,126,2.76,1.54,-0.12,1,10/12/2021
Water,47,18.29,52,180,0.72,5.8,0.2,0,9/12/2021
Sauces and Soups,52,4.49,53,416,2.51,3.27,-0.37,0,9/12/2021
Instant Porridge,42,15.71,43,432,3.78,6.27,-0.2,1,9/12/2021
Biscuits,45,15.51,52,100,2.02,6.32,-1.58,1,9/12/2021
Water,43,14.16,49,472,2.61,2.08,1.38,0,8/12/2021
Sauces and Soups,48,2.59,51,133,4.41,8.96,0.5,1,8/12/2021
Instant Porridge,63,11.96,64,236,4.1,6.57,0.98,1,8/12/2021
Biscuits,42,16.18,45,296,4.42,1.71,-1.34,0,8/12/2021
Water,50,1.93,54,471,4.96,3.48,-1.5,1,7/12/2021
Sauces and Soups,54,12.87,57,428,4.92,1.2,1.07,0,7/12/2021
Instant Porridge,49,16.51,55,38,2.84,5.25,1,0,7/12/2021
Biscuits,54,10.74,62,467,0.87,8.49,0.98,1,7/12/2021
Water,47,17.92,52,169,4.97,6.33,1.83,1,6/12/2021
Sauces and Soups,55,9.3,62,54,0.65,6.79,0.02,1,6/12/2021
Instant Porridge,61,15.47,67,251,1.04,2.64,-1.32,1,6/12/2021
Biscuits,40,14.56,47,313,1.01,8.65,-1.76,0,6/12/2021
Water,47,18.83,47,75,3.81,9.86,-0.48,0,5/12/2021
Sauces and Soups,46,10.86,51,96,2.31,9.72,0.98,0,5/12/2021
Instant Porridge,44,16.71,46,363,4.24,8.49,0,0,5/12/2021
Biscuits,51,3.11,58,130,3.04,6.23,1.68,1,5/12/2021
Water,34,10.01,41,469,4.42,5.28,-0.77,0,4/12/2021
Sauces and Soups,43,15.71,51,260,4.02,9.33,-0.78,0,4/12/2021
Instant Porridge,43,2.74,48,50,3.64,4.46,0.78,1,4/12/2021
Biscuits,51,5.41,54,142,4.22,9.68,0.38,1,4/12/2021
Water,46,18.45,53,13,2.05,7.4,-0.73,0,3/12/2021
Sauces and Soups,47,1.77,52,429,1.16,6.77,-1.14,0,3/12/2021
Instant Porridge,56,19.27,62,273,3.8,3.38,1.39,1,3/12/2021
Biscuits,50,10.68,57,98,4.94,6.86,-1.4,1,3/12/2021
Water,46,19.99,52,374,4.28,7.73,-1.75,1,2/12/2021
Sauces and Soups,57,18.22,63,147,1.44,5.92,1.67,1,2/12/2021
Instant Porridge,45,16.65,49,357,3.77,1.02,-1.42,1,2/12/2021
Biscuits,54,19.85,58,200,2.42,5.82,-0.04,0,2/12/2021
Water,40,4.02,47,304,3.6,7.8,0.53,1,1/12/2021
Sauces and Soups,58,18.71,58,307,2.95,9.5,1.37,0,1/12/2021
Instant Porridge,55,16.59,57,467,4.88,9.01,-0.37,0,1/12/2021
Biscuits,61,4.53,61,338,1.2,7.72,0.28,1,1/12/2021
Water,45,10.06,53,198,1.7,6.26,0.14,1,30/11/2021
Sauces and Soups,46,16.41,49,422,3.12,8.46,1.94,0,30/11/2021
Instant Porridge,53,6.72,61,6,4.67,8.11,-0.74,0,30/11/2021
Biscuits,39,6.49,41,220,1.53,3.27,-0.65,0,30/11/2021
Water,55,11.75,56,473,5,3.36,0.46,0,29/11/2021
Sauces and Soups,49,9.77,50,417,2.58,9.18,-0.33,0,29/11/2021
Instant Porridge,50,7.62,54,242,2.06,2.58,-1.92,0,29/11/2021
Biscuits,39,15.7,39,354,4.68,2.81,-0.97,1,29/11/2021
Water,56,18.02,62,327,4.02,4.23,-1.12,0,28/11/2021
Sauces and Soups,54,15.85,57,387,3.2,4.22,0.06,0,28/11/2021
Instant Porridge,62,6.56,70,77,4.12,5.1,-0.24,0,28/11/2021
Biscuits,51,10.58,51,305,2.77,8.45,-1,0,28/11/2021
Water,52,16.41,61,38,2.41,9.45,1.99,1,27/11/2021
Sauces and Soups,58,12.05,64,45,1.62,5.72,1.39,0,27/11/2021
Instant Porridge,54,15.68,54,464,0.79,5.43,-1.62,0,27/11/2021
Biscuits,60,2.11,61,165,4.82,3.32,1.61,1,27/11/2021
Water,53,5.75,62,462,1.85,6.22,-1.87,0,26/11/2021
Sauces and Soups,38,5.07,39,138,0.67,7.22,-0.08,1,26/11/2021
Instant Porridge,48,1.8,57,305,3.53,5.47,0.57,1,26/11/2021
Biscuits,54,18.08,61,81,2.68,6.96,-0.32,1,26/11/2021
Water,33,9.05,42,153,0.99,1.31,0.25,0,25/11/2021
Sauces and Soups,46,10.31,51,357,2.65,1.51,-0.57,0,25/11/2021
Instant Porridge,51,12.13,52,249,0.67,8.95,-1.98,1,25/11/2021
Biscuits,65,7.15,73,253,3.75,8.51,0.91,0,25/11/2021
Water,60,8.68,67,212,3.29,1.79,-1.02,1,24/11/2021
Sauces and Soups,53,15.24,54,57,0.81,1.03,-0.51,1,24/11/2021
Instant Porridge,48,6.62,48,19,2.67,1.46,0.94,0,24/11/2021
Biscuits,48,9.74,53,497,4.13,2.52,-1.4,0,24/11/2021
Water,47,1.07,48,18,4.88,9.31,-0.16,1,23/11/2021
Sauces and Soups,46,9.21,53,223,3.54,5.39,0.07,1,23/11/2021
Instant Porridge,48,7.74,56,379,4.3,1.48,1.06,0,23/11/2021
Biscuits,52,3.06,54,468,4.85,8.56,1.59,0,23/11/2021
Water,61,10.27,69,260,1.21,7.93,1.13,1,22/11/2021
Sauces and Soups,55,17.31,64,239,4.44,3.71,1.03,1,22/11/2021
Instant Porridge,49,8.82,51,353,3.26,7.95,1.79,0,22/11/2021
Biscuits,52,14.31,58,163,3.79,9.67,-1.48,1,22/11/2021
Water,53,1.94,56,158,0.75,4.55,-1.12,1,21/11/2021
Sauces and Soups,58,2.7,66,468,2.05,4.03,-1.41,1,21/11/2021
Instant Porridge,49,12.08,58,289,1.67,6.88,-1.79,0,21/11/2021
Biscuits,35,9.57,44,398,0.5,9.69,0.96,1,21/11/2021
Water,48,19.18,51,221,4.73,5.63,0.55,1,20/11/2021
Sauces and Soups,55,3.72,61,170,3.84,4.12,-1.1,1,20/11/2021
Instant Porridge,53,6.95,54,56,2.64,2.4,0.13,1,20/11/2021
Biscuits,37,11.9,37,266,2.81,3.63,0.63,0,20/11/2021
Water,56,2.74,57,135,2.47,4.55,0.01,1,19/11/2021
Sauces and Soups,51,17.03,53,409,2.23,4.45,-0.35,1,19/11/2021
Instant Porridge,51,5.47,57,140,3.59,1.82,-0.13,1,19/11/2021
Biscuits,41,5.56,47,382,1.84,6.6,-0.88,0,19/11/2021
Water,39,9.52,39,321,3.04,2.91,-0.97,1,18/11/2021
Sauces and Soups,54,2.22,58,160,3.16,3.01,1.58,1,18/11/2021
Instant Porridge,55,7.39,58,283,1.35,1.92,-1.31,1,18/11/2021
Biscuits,42,8.96,45,32,1.38,8.11,0.01,0,18/11/2021
Water,43,7.89,46,476,3.28,3.42,1.73,1,17/11/2021
Sauces and Soups,51,11.16,56,393,3.97,1.16,0.19,1,17/11/2021
Instant Porridge,45,14.64,51,366,3.55,1.94,-1.81,0,17/11/2021
Biscuits,46,18.66,54,153,1.55,9.51,-0.1,1,17/11/2021
Water,43,15.92,48,363,2.2,9.13,-1.03,0,16/11/2021
Sauces and Soups,45,18.14,53,57,1.06,9.64,-0.79,1,16/11/2021
Instant Porridge,41,11.1,44,230,1.4,9.06,1.31,0,16/11/2021
Biscuits,34,6.29,38,126,3.84,4.89,0.35,0,16/11/2021
Water,58,12.81,58,140,3.66,1.5,-1.95,1,15/11/2021
Sauces and Soups,53,17.08,53,186,2.14,5.65,1.91,1,15/11/2021
Instant Porridge,45,11.09,49,185,3.36,2.46,-0.84,0,15/11/2021
Biscuits,61,9.08,61,103,4.09,7.91,-0.27,0,15/11/2021
Water,44,9.37,46,386,1.12,4.58,-0.71,1,14/11/2021
Sauces and Soups,38,10.65,39,314,1.08,6.35,-1.68,0,14/11/2021
Instant Porridge,53,18.87,60,339,4.82,9.31,-0.57,1,14/11/2021
Biscuits,39,9.44,45,350,2.79,6.85,0.31,1,14/11/2021
Water,47,1.54,48,47,2.95,1.6,1.16,0,13/11/2021
Sauces and Soups,43,12.86,50,175,2.95,7.97,-1.26,1,13/11/2021
Instant Porridge,37,10.1,46,388,2.36,6.15,1.19,0,13/11/2021
Biscuits,52,14.55,60,229,1.19,2.34,0.47,0,13/11/2021
Water,50,15.96,51,208,1.27,8.69,0.1,0,12/11/2021
Sauces and Soups,49,17.07,53,153,1.09,4.71,0.58,0,12/11/2021
Instant Porridge,55,12.53,62,111,3.11,1.6,1.59,1,12/11/2021
Biscuits,47,6.86,48,462,3.58,3.41,1.27,0,12/11/2021
Water,43,18.31,45,309,1.12,4.56,-1.45,0,11/11/2021
Sauces and Soups,46,17.13,46,351,3.53,5.48,1.97,0,11/11/2021
Instant Porridge,48,17.54,54,90,4.64,4.77,0.13,1,11/11/2021
Biscuits,63,14.05,68,150,2.59,9.6,0.88,1,11/11/2021
Water,59,1.31,61,418,0.56,5.82,-0.03,0,10/11/2021
Sauces and Soups,51,3.33,53,57,3.98,2.53,-0.43,1,10/11/2021
Instant Porridge,36,3.1,40,67,3.65,9.09,0.17,1,10/11/2021
Biscuits,42,13.55,48,88,0.54,7.36,-0.74,0,10/11/2021
Water,44,7.23,53,279,3.75,6.45,-1.3,0,9/11/2021
Sauces and Soups,60,3.41,67,492,0.6,3.81,-1.75,0,9/11/2021
Instant Porridge,66,7.52,70,322,0.72,8.86,0.56,1,9/11/2021
Biscuits,49,12.72,53,158,1.61,3.64,0.95,0,9/11/2021
Water,47,18.71,49,224,2.27,1.12,-1.1,0,8/11/2021
Sauces and Soups,54,19.68,57,481,2.55,7.56,0.29,0,8/11/2021
Instant Porridge,45,10.81,45,413,3.8,1.85,-1.64,1,8/11/2021
Biscuits,56,3.11,56,371,3.37,8.32,1.5,1,8/11/2021
Water,38,17.68,47,185,3.26,9.54,-0.46,0,7/11/2021
Sauces and Soups,57,6.58,59,245,4.08,9.8,-1.56,1,7/11/2021
Instant Porridge,48,6.9,56,38,4.19,9.47,1.5,1,7/11/2021
Biscuits,56,8.93,62,470,4.14,8.64,-1.02,0,7/11/2021
Water,37,18.53,38,30,1.44,1.48,1.99,0,6/11/2021
Sauces and Soups,59,19.23,66,472,2.87,4.52,-0.92,1,6/11/2021
Instant Porridge,68,9,68,221,3.92,4.29,-1.53,1,6/11/2021
Biscuits,62,4.01,68,12,2.51,3.91,0.1,1,6/11/2021
Water,48,16.9,50,232,2.37,3.2,-0.54,1,5/11/2021
Sauces and Soups,52,16.23,56,364,3.99,5.09,-1.24,0,5/11/2021
Instant Porridge,29,14.25,37,192,2.68,7.57,1.67,0,5/11/2021
Biscuits,44,17.31,49,490,1.54,5.3,-1.07,1,5/11/2021
Water,52,14.51,54,382,2.13,3.79,1,0,4/11/2021
Sauces and Soups,43,16.05,51,36,2.69,8.09,1.04,1,4/11/2021
Instant Porridge,46,8.67,55,12,2.58,9.81,-0.38,1,4/11/2021
Biscuits,57,14.12,64,13,0.55,3.38,0.8,0,4/11/2021
Water,55,8.52,60,464,4.33,3.92,-0.74,1,3/11/2021
Sauces and Soups,44,19.95,49,114,2.31,8.55,-0.35,0,3/11/2021
Instant Porridge,54,12.6,57,385,1.49,7.29,-0.32,1,3/11/2021
Biscuits,62,3.28,67,34,3.99,6.78,-1.7,1,3/11/2021
Water,44,17.44,45,483,4.29,8.55,0.14,0,2/11/2021
Sauces and Soups,41,3.94,44,106,3.87,7.72,1.12,0,2/11/2021
Instant Porridge,44,10.14,47,177,0.83,8.61,-1.33,0,2/11/2021
Biscuits,35,5.88,39,192,1.96,2.3,0.1,0,2/11/2021
Water,50,17.9,53,288,2.31,8.4,-0.59,1,1/11/2021
Sauces and Soups,62,2.34,65,391,2.68,5.88,-0.1,0,1/11/2021
Instant Porridge,55,14.72,56,474,3.86,6.45,1.57,1,1/11/2021
Biscuits,68,15.66,74,482,0.55,7.88,0.55,1,1/11/2021
Water,36,17.09,44,243,3.03,1.81,-1.27,1,31/10/2021
Sauces and Soups,41,6.22,48,92,3.03,5.24,-0.05,1,31/10/2021
Instant Porridge,49,13,56,220,2.52,2.52,-1.18,0,31/10/2021
Biscuits,57,18.28,64,240,1.81,9.23,-1.98,1,31/10/2021
Water,56,5.44,56,490,0.58,7.81,-0.43,0,30/10/2021
Sauces and Soups,65,19.08,74,301,3.77,2.11,0.93,0,30/10/2021
Instant Porridge,48,7.57,51,58,3.88,4.23,-1.19,1,30/10/2021
Biscuits,43,5.68,43,149,4.65,6.75,1.04,1,30/10/2021
Water,52,15.96,60,254,2.39,5.16,-0.52,0,29/10/2021
Sauces and Soups,57,14.55,64,497,4.22,9.98,1.83,0,29/10/2021
Instant Porridge,55,1.72,55,141,4.24,4,1.05,1,29/10/2021
Biscuits,58,10.93,66,26,1.59,7.74,0.13,0,29/10/2021
Water,49,3.14,55,304,4.98,2.75,1.24,1,28/10/2021
Sauces and Soups,56,11.94,63,362,1.54,9.73,1.96,0,28/10/2021
Instant Porridge,46,14.09,48,178,0.59,7.29,0.54,1,28/10/2021
Biscuits,53,2.72,61,360,1.07,4.76,-0.41,1,28/10/2021
Water,50,17.56,52,284,4.54,6.51,0.96,0,27/10/2021
Sauces and Soups,29,11.49,36,195,1.79,8.91,1.16,0,27/10/2021
Instant Porridge,40,9.49,43,215,4.64,5.68,1.46,0,27/10/2021
Biscuits,54,4.23,54,231,4.65,6.12,1.8,1,27/10/2021
Water,53,19.82,58,282,4.47,6.66,1.83,1,26/10/2021
Sauces and Soups,38,3.09,40,447,1.77,2.98,0.74,0,26/10/2021
Instant Porridge,54,5.88,60,131,4.48,2.07,-1.06,0,26/10/2021
Biscuits,39,9.78,40,289,0.97,4.22,1,1,26/10/2021
Water,49,12.28,57,447,2.88,5.24,-0.75,1,25/10/2021
Sauces and Soups,41,18.22,44,420,3.46,1.2,-0.75,1,25/10/2021
Instant Porridge,46,17.8,50,285,3.06,8.86,0.59,1,25/10/2021
Biscuits,46,12.27,52,311,3.04,4.7,1.36,1,25/10/2021
Water,43,19.2,50,292,3.25,2.46,0.31,1,24/10/2021
Sauces and Soups,60,9.54,60,260,4.09,1.48,-0.33,0,24/10/2021
Instant Porridge,49,15.09,54,418,1.51,7.51,-1.16,1,24/10/2021
Biscuits,61,17.14,62,64,1.01,9.14,-0.87,0,24/10/2021
Water,59,6.79,65,304,0.87,4.52,-0.57,0,23/10/2021
Sauces and Soups,45,11.45,49,156,1.11,1.8,-1.73,0,23/10/2021
Instant Porridge,48,4.66,57,227,1.47,1.31,-0.36,1,23/10/2021
Biscuits,48,7.27,50,186,2.78,5.67,1.15,1,23/10/2021
Water,43,9.71,48,57,3.36,6.08,0.17,0,22/10/2021
Sauces and Soups,46,8.41,52,315,3.27,3.91,-1.57,0,22/10/2021
Instant Porridge,51,12.32,51,491,3.98,5.7,-0.97,1,22/10/2021
Biscuits,41,15.54,42,87,2.56,3.21,-1.57,0,22/10/2021
Water,49,10.43,51,400,3.79,8.6,-0.79,1,21/10/2021
Sauces and Soups,54,17.85,61,161,3.71,5.57,-0.28,1,21/10/2021
Instant Porridge,52,17.08,54,340,4.04,5.4,-1.33,1,21/10/2021
Biscuits,52,16.99,53,235,2.15,4.41,-0.27,0,21/10/2021
Water,60,2.09,61,30,4.09,4.43,1.85,0,20/10/2021
Sauces and Soups,57,12.87,65,343,2.83,4.69,1.18,1,20/10/2021
Instant Porridge,44,5.31,53,106,1.28,7.22,-0.2,0,20/10/2021
Biscuits,48,4.56,55,76,1.3,6.8,-1.59,0,20/10/2021
Water,51,7.97,52,136,4.99,8.61,0.7,1,19/10/2021
Sauces and Soups,54,18.02,62,133,1.55,7.79,1.64,1,19/10/2021
Instant Porridge,56,7.59,60,449,4.68,6.16,-0.93,0,19/10/2021
Biscuits,46,3.79,53,248,4.75,1.01,-1.89,1,19/10/2021
Water,49,18.22,52,153,0.51,9.23,1.82,1,18/10/2021
Sauces and Soups,48,18.04,51,238,2.03,6.52,-0.05,0,18/10/2021
Instant Porridge,55,18.79,60,332,0.93,8.67,1.85,1,18/10/2021
Biscuits,53,15.92,53,42,3.03,7.79,1.99,0,18/10/2021
Water,57,6.31,63,421,3.61,4.14,-1.84,0,17/10/2021
Sauces and Soups,60,15.5,68,98,3.36,4.66,-0.9,1,17/10/2021
Instant Porridge,58,2.98,61,465,2.02,2.62,-0.6,0,17/10/2021
Biscuits,49,4.7,55,269,3.94,2.66,1.9,0,17/10/2021
Water,49,11.1,52,49,3.85,6.46,0.41,1,16/10/2021
Sauces and Soups,45,13.35,52,105,3.37,2.28,-1.82,1,16/10/2021
Instant Porridge,51,9.47,59,429,2.21,7.83,0.45,1,16/10/2021
Biscuits,40,14.37,48,72,1.63,7.65,1.52,1,16/10/2021
Water,54,10.63,58,445,4.65,6.77,-0.01,0,15/10/2021
Sauces and Soups,38,11.84,39,440,0.94,3.83,0.4,0,15/10/2021
Instant Porridge,62,13.65,67,319,2.77,9.52,0.78,1,15/10/2021
Biscuits,36,17.43,44,44,0.79,7.42,-1.26,1,15/10/2021
Water,48,6.12,57,119,1.96,1.13,1.34,0,14/10/2021
Sauces and Soups,58,15.49,58,103,1.31,2.49,-1.56,0,14/10/2021
Instant Porridge,43,6.8,50,304,2.42,8.64,-0.1,0,14/10/2021
Biscuits,41,13.41,48,297,4.77,3.65,-0.83,0,14/10/2021
Water,46,2.18,54,98,3.39,3.73,1.42,0,13/10/2021
Sauces and Soups,49,3,55,61,2.6,7.95,1.2,0,13/10/2021
Instant Porridge,52,12.32,59,238,0.7,8.13,-1.45,1,13/10/2021
Biscuits,45,9.93,45,19,2.73,6.4,0.42,1,13/10/2021
Water,52,4.18,53,185,4.39,5.66,-1.58,0,12/10/2021
Sauces and Soups,50,19.03,56,154,2.69,1.65,-0.99,1,12/10/2021
Instant Porridge,60,7.8,69,44,1.31,5.05,0.8,0,12/10/2021
Biscuits,58,6.44,67,424,2.94,9.48,-1.27,1,12/10/2021
Water,56,13.3,65,358,1.85,9.05,1.34,0,11/10/2021
Sauces and Soups,52,2.15,56,109,0.97,5.88,1.96,1,11/10/2021
Instant Porridge,43,6.8,47,465,2.03,1.71,0.69,0,11/10/2021
Biscuits,45,1.03,52,219,1.51,8.55,1.91,0,11/10/2021
Water,61,17.72,63,121,3.95,3.46,0.62,0,10/10/2021
Sauces and Soups,46,15.99,54,423,1.36,9.33,-0.68,1,10/10/2021
Instant Porridge,50,7.79,55,348,0.75,3.09,0.05,1,10/10/2021
Biscuits,53,5.22,60,126,2.52,3.4,0.23,1,10/10/2021
Water,50,11.88,55,207,1.53,4.61,-1.26,0,9/10/2021
Sauces and Soups,38,15.49,45,253,4.15,7.18,-0.82,1,9/10/2021
Instant Porridge,60,13.88,60,199,3.91,7.34,-1.65,1,9/10/2021
Biscuits,56,3.09,57,54,2.13,2.06,1.87,1,9/10/2021
Water,60,15.3,63,1,1.35,3.88,1.66,1,8/10/2021
Sauces and Soups,58,7.12,62,53,3.99,8.02,1.48,1,8/10/2021
Instant Porridge,46,18.24,48,25,2.11,5.14,-1.68,0,8/10/2021
Biscuits,60,3.95,63,406,4.34,8.38,0.19,1,8/10/2021
Water,47,3.76,50,187,1.3,9.68,0.45,0,7/10/2021
Sauces and Soups,53,8.49,54,472,3.9,3.47,0.01,1,7/10/2021
Instant Porridge,46,7.64,51,24,4.28,2.71,0.47,0,7/10/2021
Biscuits,51,18.8,52,391,3.79,1.74,1.87,0,7/10/2021
Water,44,18.22,46,64,4.23,3.29,-1.1,1,6/10/2021
Sauces and Soups,51,16.76,58,446,2.41,6.4,1.89,0,6/10/2021
Instant Porridge,59,15.25,65,494,0.84,9.01,0.99,0,6/10/2021
Biscuits,50,3.15,51,428,0.94,8.09,-0.5,0,6/10/2021
Water,48,14.14,53,14,4.53,2.61,1.51,0,5/10/2021
Sauces and Soups,47,7.26,56,57,0.86,6.84,1.01,0,5/10/2021
Instant Porridge,41,14.73,45,253,1.16,1.82,1.8,0,5/10/2021
Biscuits,43,12.98,45,223,1.73,7.7,1.6,0,5/10/2021
Water,41,6.36,47,97,2.67,5.87,-1.57,0,4/10/2021
Sauces and Soups,65,12.51,74,22,4.32,8.39,1.37,1,4/10/2021
Instant Porridge,54,1.48,58,476,1.05,4.11,-0.14,0,4/10/2021
Biscuits,44,1.64,47,143,0.83,4.03,1.97,0,4/10/2021
Water,64,6.51,65,335,1.31,4.67,-1.87,0,3/10/2021
Sauces and Soups,36,2.95,44,247,0.81,3.73,0.68,1,3/10/2021
Instant Porridge,53,2.37,59,103,4.14,8.94,1.99,0,3/10/2021
Biscuits,42,3.24,44,486,3.96,5.38,1.37,0,3/10/2021
Water,38,17.31,38,185,3.38,3.98,-1.92,0,2/10/2021
Sauces and Soups,45,4.46,45,235,4.33,2.75,1.91,0,2/10/2021
Instant Porridge,55,7.09,59,2,3.21,6.51,-0.8,1,2/10/2021
Biscuits,41,10.89,48,340,3.99,5.47,1.63,0,2/10/2021
